name,abbreviation,url,fs_id,fs_doi,description,status,record_type,countries,year_created,funder,funder_type,maintaining_institution,maintaining_type,contact_name,contact_email,data_access_condition,data_deposition_condition,data_preservation_policy,linked_licence_name,linked_licence_url,related_standard_name,standard_relation,cross_references,object_types,subjects,tags,publications,similarity_score
HIV Drug Interactions,,https://www.hiv-druginteractions.org/,2958,10.25504/FAIRsharing.8c937c,"Around 37 million individuals are living worldwide with HIV and although advances in therapy have yielded effective regimens, individual antiretroviral drugs are amongst the most therapeutically risky for drug-drug interactions (DDI) presenting significant risks to patients and a challenge for health care providers to ensure safe and appropriate prescribing. In order to address this, the Liverpool Drug Interactions website was established in 1999 by members of the Department of Pharmacology at the University of Liverpool to provide a freely available drug-drug interaction resource.",ready,knowledgebase,United Kingdom,,"Janssen EMEA, Beerse, Belgium; MSD, Hoddesdon, UK; HIV Glasgow, Glasgow, Scotland; Gilead, Foster City, CA, USA; ViiV Healthcare, Brentford, UK; British HIV Association (BHIVA), Hertfordshire, UK; European AIDS Clinical Society (EACS), Brussels, Belgium; Graphics and Vision Research Group, University of Basel, Switzerland; Frontier Biotechnologies, Nanjing, China",Lab; Charitable foundation; Company; Publisher; Consortium,"University of Liverpool, UK",University,David Back,D.J.Back@liverpool.ac.uk,open,controlled,,HIV Drug Interactions Terms and Conditions,https://www.hiv-druginteractions.org/terms,,,,dataset,Virology; Drug Discovery; Drug Development; Biomedical Science; Epidemiology,,10.1016/j.tmaid.2016.05.013,0.22680371902312552
NIH 3D Print Exchange,,https://3d.nih.gov/,2551,10.25504/FAIRsharing.tjf1jg,"Few scientific 3D-printable models are available online, and the expertise required to generate and validate such models remains a barrier. The NIH 3D Print Exchange eliminates this gap with an open, comprehensive, and interactive website for searching, browsing, downloading, and sharing biomedical 3D print files, modeling tutorials, and educational material. The NIH 3D Print Exchange is a collaborative effort led by the National Institute of Allergy and Infectious Diseases in collaboration with the Eunice Kennedy Shriver National Institute for Child Health and Human Development and the National Library of Medicine.",ready,repository,United States,,"National Institutes of Health (NIH), Bethesda, MD, USA",Government body,"National Institutes of Health (NIH), Bethesda, MD, USA; United States Department of Health and Human Services",Government body,,,open,open,,NIH 3D Print Exchange Terms and Conditions; NIH 3D Print Exchange Site Policies,https://3dprint.nih.gov/about/site-policies/terms-and-conditions; https://3dprint.nih.gov/about/site-policies,,,https://www.re3data.org/repository/r3d100013737,document; dataset; model,Life Science; Biomedical Science; Health Science,Digital reconstruction,,0.22634318085304705
Nextstrain,,https://nextstrain.org/,6193,10.25504/FAIRsharing.dba7ba,"Nextstrain is a project to harness the scientific and public health potential of pathogen genome data. It’s made up of many different parts that all work together. Through our website, nextstrain.org, we provide a continually-updated view of publicly available data with powerful analyses and visualizations showing pathogen evolution and epidemic spread. Through our open-source software tools, we aim to help you analyze and visualize your own data in the same way. Our goal is to aid epidemiological understanding and improve outbreak response.",ready,knowledgebase,Switzerland; United States,,,,"Biozentrum, University of Basel, Basel, Switzerland; Department of Genome Sciences, University of Washington",Lab; University,Trevor Bedford ; Richard Neher,tb@bedford.io; richard.neher@unibas.ch,open,not found,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,,,dataset; image,Epidemiology; Public Health,,10.1093/bioinformatics/bty407,0.22427236444369855
VDJdb: a curated database of T-cell receptors with known antigen specificity,VDJdb,https://vdjdb.cdr3.net,2514,10.25504/FAIRsharing.nwz68,"The primary goal of VDJdb is to facilitate access to existing information on T-cell receptor antigen specificities, i.e. the ability to recognize certain epitopes in certain MHC contexts. Our mission is to both aggregate the scarce TCR specificity information available so far and to create a curated repository to store such data. In addition to routine database updates providing the most up-to-date information, we make our best to ensure data consistency and fight irregularities in TCR specificity reporting with a complex database validation scheme.",ready,knowledgebase_and_repository,Czech Republic; Russia; European Union,,,,Institute of Bioorganic Chemistry,Research institute,Mikhail Shugay,mikhail.shugay@gmail.com,open,open,,Creative Commons Attribution-NonCommercial 4.0 International (CC BY-NC 4.0),https://creativecommons.org/licenses/by-nc/4.0/,,,,dataset,Biomedical Science; Immunogenetics; Bioinformatics; Health Science; Medicine,Immunogenomics,10.1038/s41592-022-01578-0,0.22357718371393723
Mammography Image Analysis Society Database,,https://www.repository.cam.ac.uk/handle/1810/250394,2313,10.25504/FAIRsharing.qky19z,"Record does not exist anymore: Mammography Image Analysis Society Database. The record with identifier content https://doi.org/10.25504/FAIRsharing.qky19z was invalid.Records previously linked: [3508, 3513]. Organisations previously linked: [2510]. Maintainers previously linked: [548]. Licences previously linked: [158].",ready,repository,United Kingdom,,,,,,John Suckling,js369@cam.ac.uk,not found,not found,,,,,,,,Biomedical Science,,,0.22340299423801385
Allele Frequency Aggregator,ALFA,https://www.ncbi.nlm.nih.gov/snp/docs/gsr/alfa/,5585,10.25504/FAIRsharing.15b548,"The NCBI Allele Frequency Aggregator (ALFA) seeks to make allele frequency datasets from dbGaP studies the largest and most complete aggregated variant datasets available as open-access. Over two million individuals, up to billions of variations, thousands of phenotypes, and molecular test datasets make up the database dbGaP. Huge opportunities exist to investigate and research genetic differences within human populations and to find genetic factors that affect health and diseases in order to enhance diagnosis, treatment, and prevention.",ready,repository,United States,,National Institutes of Health,Government body,National Library of Medicine,Government body,,,open,controlled,,,,,,,dataset; image,Computational Biology; Clinical Studies,,,0.22275732815408658
National Cancer Database,NCDB,https://www.facs.org/quality-programs/cancer/ncdb,7112,10.25504/FAIRsharing.65754e,"The NCDB is a clinical oncology database sourced from hospital registry data collected in more than 1,500 Commission on Cancer-accredited facilities. These data are used to analyze and track patients with malignant neoplastic diseases, their treatments, and outcomes. Online reporting tools are available to provide your program with comparative benchmarks for similar programs. We also have reporting tools for quality improvement, quality assurance, and surveillance measures.",ready,knowledgebase,United States,,,,American College of Surgeons (ACS),Consortium,General Contact,NCDB@facs.org,controlled,controlled,,,,,,https://www.re3data.org/repository/r3d100011859,dataset,Clinical Studies,,,0.22258635223475995
Satellog,Satellog,http://satellog.bcgsc.ca/,2639,10.25504/FAIRsharing.fa9ccb,Satellog is a database that catalogs all pure 1-16 repeat unit satellite repeats in the human genome along with supplementary data. Satellog analyzes each pure repeat in UniGene clusters for evidence of repeat polymorphism.,ready,knowledgebase,Canada,,,,"Canada's Michael Smith Genome Sciences Centre, Vancouver, Canada",Research institute,Perseus Missirlis,perseusm@bcgsc.ca,open,not applicable,,,,,,https://www.re3data.org/repository/r3d100013920,dataset,Life Science; Biomedical Science,,10.1186/1471-2105-6-145,0.2225151982439112
Parkinson's Progression Markers Initiative,PPMI,http://www.ppmi-info.org,2203,10.25504/FAIRsharing.tamp4p,"PPMI is an observational clinical study to verify progression markers in Parkinson’s disease. The study is designed to establish a comprehensive set of clinical, imaging and biosample data that will be used to define biomarkers of PD progression. Once these biomarkers are defined, they can be used in therapeutic studies. The clinical, imaging and biologic data are accessible to researchers in real time through the website. If used as a public resource without login, this resource functions as a dashboard.",ready,repository,United States,,The Michael J Fox Foundation for Parkinson's Research,Undefined,"Laboratory of Neuro Imaging (LONI), University of Southern California, Los Angeles, CA, USA",Lab,General Contact,webmaster@loni.usc.edu,controlled,not applicable,,PPMI Data Use Agreement,http://www.ppmi-info.org/documents/ppmi-data-use-agreement.pdf,,,,dataset,Preclinical Studies; Biomedical Science,Dashboard,10.1016/j.pneurobio.2011.09.005; 10.1002/mds.26374,0.22232235761283514
European Virus Archive,EVA,https://www.european-virus-archive.com/,5450,10.25504/FAIRsharing.bd2e1f,"The European Virus Archive (EVA) project is a comprehensive resource that enhances global virology research by providing access to a vast collection of virus strains, derived material and services. This initiative aims to support the scientific community by facilitating the sharing of high-quality virological materials. EVA serves as a critical infrastructure for public health and research institutions worldwide, enabling rapid response to emerging viral threats and fostering advancements in virology research.",ready,repository,European Union,,European Commission Horizon 2020,Government body,European Virus Archive (EVA),Consortium,EVA Team,EVAg-coordination@european-virus-archive.com,partially open,not found,,,,,,,dataset; physical object/material,Virology; Medical Virology,pandemic preparedness,10.1016/j.antiviral.2012.05.005; 10.1016/j.antiviral.2018.07.017; 10.1016/S2666-5247(21)00211-1,0.22112572328274177
DrugBank,,http://www.drugbank.ca/,1844,10.25504/FAIRsharing.353yat,"The DrugBank database is a bioinformatics and chemoinformatics resource that combines detailed drug (i.e. chemical, pharmacological and pharmaceutical) data with comprehensive drug target (i.e. sequence, structure, and pathway) information. It is a freely available to academics.",ready,knowledgebase,Canada,,"Canadian Institutes of Health Research; Genome Alberta, Alberta, Canada; Genome British Columbia, Canada; Genome Canada",Government body; Undefined,"Wishart Lab, University of Alberta; The Metabolomics Innovation Centre",Lab; Research institute,David Wishart,david.wishart@ualberta.ca,open,not applicable,,Creative Commons Attribution-NonCommercial 4.0 International (CC BY-NC 4.0); Drugbank - License required for commercial use,https://creativecommons.org/licenses/by-nc/4.0/; http://www.drugbank.ca/about,,,https://www.re3data.org/repository/r3d100010544; https://scicrunch.org/resolver/RRID:SCR_002700,dataset; image,Life Science; Biomedical Science,,10.1093/nar/gkt1068; 10.1093/nar/gkq1126; 10.1093/nar/gkm958; 10.1093/nar/gkj067; 10.1093/nar/gkx1037,0.22081371170493783
